request_id,pickup_point,driver_id,status,request_timestamp,drop_timestamp,assigned_status,hour,dayofweek,timeslot,iscancelled
3122,Airport,170.0,Trip Completed,2016-07-13 08:37:00,2016-07-13 09:13:00,Assigned,8,Wednesday,Early Morning,0
3465,City,170.0,Trip Completed,2016-07-13 17:12:00,2016-07-13 18:03:00,Assigned,17,Wednesday,Evening,0
3857,City,170.0,Trip Completed,2016-07-13 21:34:00,2016-07-13 22:46:00,Assigned,21,Wednesday,Night,0
4343,Airport,170.0,Trip Completed,2016-07-14 07:17:00,2016-07-14 08:07:00,Assigned,7,Thursday,Early Morning,0
4417,City,170.0,Trip Completed,2016-07-14 08:13:00,2016-07-14 09:07:00,Assigned,8,Thursday,Early Morning,0
5756,City,170.0,Trip Completed,2016-07-15 08:03:00,2016-07-15 08:51:00,Assigned,8,Friday,Early Morning,0
5907,Airport,170.0,Trip Completed,2016-07-15 09:56:00,2016-07-15 11:04:00,Assigned,9,Friday,Early Morning,0
699,Airport,171.0,Trip Completed,2016-07-11 14:02:00,2016-07-11 15:02:00,Assigned,14,Monday,Afternoon,0
821,City,171.0,Trip Completed,2016-07-11 17:34:00,2016-07-11 17:57:00,Assigned,17,Monday,Evening,0
2085,City,171.0,Trip Completed,2016-07-12 15:41:00,2016-07-12 16:27:00,Assigned,15,Tuesday,Afternoon,0
2346,Airport,171.0,Trip Completed,2016-07-12 19:17:00,2016-07-12 20:04:00,Assigned,19,Tuesday,Evening,0
2704,City,171.0,Trip Completed,2016-07-13 01:12:00,2016-07-13 01:58:00,Assigned,1,Wednesday,Late Night,0
2901,Airport,171.0,Trip Completed,2016-07-13 06:04:00,2016-07-13 07:17:00,Assigned,6,Wednesday,Early Morning,0
3475,City,171.0,Trip Completed,2016-07-13 17:19:00,2016-07-13 17:55:00,Assigned,17,Wednesday,Evening,0
3743,Airport,171.0,Trip Completed,2016-07-13 20:19:00,2016-07-13 21:10:00,Assigned,20,Wednesday,Evening,0
5209,Airport,171.0,Trip Completed,2016-07-14 20:58:00,2016-07-14 21:59:00,Assigned,20,Thursday,Evening,0
6674,Airport,171.0,Trip Completed,2016-07-15 22:25:00,2016-07-15 23:08:00,Assigned,22,Friday,Night,0
714,City,172.0,Trip Completed,2016-07-11 14:28:00,2016-07-11 15:34:00,Assigned,14,Monday,Afternoon,0
792,Airport,172.0,Trip Completed,2016-07-11 17:01:00,2016-07-11 17:44:00,Assigned,17,Monday,Evening,0
1341,Airport,172.0,Trip Completed,2016-07-11 23:26:00,2016-07-12 00:06:00,Assigned,23,Monday,Night,0
1745,City,172.0,Trip Completed,2016-07-12 08:22:00,2016-07-12 09:13:00,Assigned,8,Tuesday,Early Morning,0
1971,City,172.0,Trip Completed,2016-07-12 12:08:00,2016-07-12 13:25:00,Assigned,12,Tuesday,Afternoon,0
2632,City,172.0,Trip Completed,2016-07-12 22:19:00,2016-07-12 23:21:00,Assigned,22,Tuesday,Night,0
2935,City,172.0,Trip Completed,2016-07-13 06:30:00,2016-07-13 07:01:00,Assigned,6,Wednesday,Early Morning,0
3142,Airport,172.0,Trip Completed,2016-07-13 08:50:00,2016-07-13 09:59:00,Assigned,8,Wednesday,Early Morning,0
4516,City,172.0,Trip Completed,2016-07-14 09:11:00,2016-07-14 09:57:00,Assigned,9,Thursday,Early Morning,0
4605,Airport,172.0,Trip Completed,2016-07-14 10:14:00,2016-07-14 11:25:00,Assigned,10,Thursday,Morning,0
5936,Airport,172.0,Trip Completed,2016-07-15 10:17:00,2016-07-15 11:04:00,Assigned,10,Friday,Morning,0
6621,City,172.0,Trip Completed,2016-07-15 21:49:00,2016-07-15 22:30:00,Assigned,21,Friday,Night,0
752,Airport,173.0,Trip Completed,2016-07-11 16:03:00,2016-07-11 17:08:00,Assigned,16,Monday,Afternoon,0
1336,City,173.0,Trip Completed,2016-07-11 23:17:00,2016-07-11 23:52:00,Assigned,23,Monday,Night,0
1836,Airport,173.0,Trip Completed,2016-07-12 09:37:00,2016-07-12 10:19:00,Assigned,9,Tuesday,Early Morning,0
2447,Airport,173.0,Trip Completed,2016-07-12 20:24:00,2016-07-12 21:36:00,Assigned,20,Tuesday,Evening,0
3517,Airport,173.0,Trip Completed,2016-07-13 17:46:00,2016-07-13 18:35:00,Assigned,17,Wednesday,Evening,0
3831,Airport,173.0,Trip Completed,2016-07-13 21:16:00,2016-07-13 22:16:00,Assigned,21,Wednesday,Night,0
4136,City,173.0,Trip Completed,2016-07-14 04:46:00,2016-07-14 05:21:00,Assigned,4,Thursday,Late Night,0
4700,Airport,173.0,Trip Completed,2016-07-14 13:08:00,2016-07-14 13:54:00,Assigned,13,Thursday,Afternoon,0
5484,City,173.0,Trip Completed,2016-07-15 04:54:00,2016-07-15 05:47:00,Assigned,4,Friday,Late Night,0
5900,City,173.0,Trip Completed,2016-07-15 09:53:00,2016-07-15 10:44:00,Assigned,9,Friday,Early Morning,0
6634,Airport,173.0,Trip Completed,2016-07-15 22:03:00,2016-07-15 22:44:00,Assigned,22,Friday,Night,0
426,City,174.0,Trip Completed,2016-07-11 08:48:00,2016-07-11 09:53:00,Assigned,8,Monday,Early Morning,0
1320,City,174.0,Trip Completed,2016-07-11 22:52:00,2016-07-12 00:06:00,Assigned,22,Monday,Night,0
1588,City,174.0,Trip Completed,2016-07-12 06:32:00,2016-07-12 07:19:00,Assigned,6,Tuesday,Early Morning,0
2375,Airport,174.0,Trip Completed,2016-07-12 19:38:00,2016-07-12 20:38:00,Assigned,19,Tuesday,Evening,0
4411,Airport,174.0,Trip Completed,2016-07-14 08:09:00,2016-07-14 08:52:00,Assigned,8,Thursday,Early Morning,0
4769,Airport,174.0,Trip Completed,2016-07-14 15:42:00,2016-07-14 16:41:00,Assigned,15,Thursday,Afternoon,0
5149,City,174.0,Trip Completed,2016-07-14 20:27:00,2016-07-14 21:26:00,Assigned,20,Thursday,Evening,0
5659,City,174.0,Trip Completed,2016-07-15 07:03:00,2016-07-15 08:08:00,Assigned,7,Friday,Early Morning,0
545,City,175.0,Trip Completed,2016-07-11 10:06:00,2016-07-11 10:42:00,Assigned,10,Monday,Morning,0
778,City,175.0,Trip Completed,2016-07-11 16:39:00,2016-07-11 17:18:00,Assigned,16,Monday,Afternoon,0
1289,City,175.0,Trip Completed,2016-07-11 22:26:00,2016-07-11 22:55:00,Assigned,22,Monday,Night,0
1654,Airport,175.0,Trip Completed,2016-07-12 07:23:00,2016-07-12 08:06:00,Assigned,7,Tuesday,Early Morning,0
1945,Airport,175.0,Trip Completed,2016-07-12 11:33:00,2016-07-12 12:44:00,Assigned,11,Tuesday,Morning,0
2460,City,175.0,Trip Completed,2016-07-12 20:29:00,2016-07-12 21:40:00,Assigned,20,Tuesday,Evening,0
2877,Airport,175.0,Trip Completed,2016-07-13 05:49:00,2016-07-13 07:03:00,Assigned,5,Wednesday,Early Morning,0
3264,City,175.0,Trip Completed,2016-07-13 10:21:00,2016-07-13 11:31:00,Assigned,10,Wednesday,Morning,0
3927,City,175.0,Trip Completed,2016-07-13 22:22:00,2016-07-13 23:21:00,Assigned,22,Wednesday,Night,0
5774,City,175.0,Trip Completed,2016-07-15 08:29:00,2016-07-15 09:22:00,Assigned,8,Friday,Early Morning,0
923,City,176.0,Trip Completed,2016-07-11 18:26:00,2016-07-11 19:37:00,Assigned,18,Monday,Evening,0
1439,City,176.0,Trip Completed,2016-07-12 04:45:00,2016-07-12 05:19:00,Assigned,4,Tuesday,Late Night,0
2130,City,176.0,Trip Completed,2016-07-12 17:04:00,2016-07-12 17:46:00,Assigned,17,Tuesday,Evening,0
2797,City,176.0,Trip Completed,2016-07-13 04:53:00,2016-07-13 06:07:00,Assigned,4,Wednesday,Late Night,0
3135,Airport,176.0,Trip Completed,2016-07-13 08:48:00,2016-07-13 09:21:00,Assigned,8,Wednesday,Early Morning,0
3525,Airport,176.0,Trip Completed,2016-07-13 17:48:00,2016-07-13 18:50:00,Assigned,17,Wednesday,Evening,0
3925,Airport,176.0,Trip Completed,2016-07-13 22:26:00,2016-07-13 23:25:00,Assigned,22,Wednesday,Night,0
4087,City,176.0,Trip Completed,2016-07-14 02:52:00,2016-07-14 03:57:00,Assigned,2,Thursday,Late Night,0
4706,City,176.0,Trip Completed,2016-07-14 13:14:00,2016-07-14 14:00:00,Assigned,13,Thursday,Afternoon,0
5448,Airport,176.0,Trip Completed,2016-07-15 03:22:00,2016-07-15 04:27:00,Assigned,3,Friday,Late Night,0
5645,City,176.0,Trip Completed,2016-07-15 06:51:00,2016-07-15 07:35:00,Assigned,6,Friday,Early Morning,0
5862,City,176.0,Trip Completed,2016-07-15 09:19:00,2016-07-15 09:56:00,Assigned,9,Friday,Early Morning,0
6079,Airport,176.0,Trip Completed,2016-07-15 14:21:00,2016-07-15 15:07:00,Assigned,14,Friday,Afternoon,0
6648,Airport,176.0,Trip Completed,2016-07-15 22:04:00,2016-07-15 23:14:00,Assigned,22,Friday,Night,0
863,City,177.0,Trip Completed,2016-07-11 17:55:00,2016-07-11 18:43:00,Assigned,17,Monday,Evening,0
1324,City,177.0,Trip Completed,2016-07-11 22:59:00,2016-07-12 00:05:00,Assigned,22,Monday,Night,0
1666,City,177.0,Trip Completed,2016-07-12 07:37:00,2016-07-12 08:49:00,Assigned,7,Tuesday,Early Morning,0
1797,Airport,177.0,Trip Completed,2016-07-12 09:15:00,2016-07-12 09:41:00,Assigned,9,Tuesday,Early Morning,0
2279,Airport,177.0,Trip Completed,2016-07-12 18:38:00,2016-07-12 19:26:00,Assigned,18,Tuesday,Evening,0
2997,City,177.0,Trip Completed,2016-07-13 07:10:00,2016-07-13 07:49:00,Assigned,7,Wednesday,Early Morning,0
3343,Airport,177.0,Trip Completed,2016-07-13 12:57:00,2016-07-13 13:42:00,Assigned,12,Wednesday,Afternoon,0
3625,Airport,177.0,Trip Completed,2016-07-13 18:57:00,2016-07-13 20:01:00,Assigned,18,Wednesday,Evening,0
4310,City,177.0,Trip Completed,2016-07-14 06:48:00,2016-07-14 07:42:00,Assigned,6,Thursday,Early Morning,0
4750,Airport,177.0,Trip Completed,2016-07-14 15:09:00,2016-07-14 16:20:00,Assigned,15,Thursday,Afternoon,0
5185,Airport,177.0,Trip Completed,2016-07-14 20:35:00,2016-07-14 21:49:00,Assigned,20,Thursday,Evening,0
5978,Airport,177.0,Trip Completed,2016-07-15 11:27:00,2016-07-15 12:10:00,Assigned,11,Friday,Morning,0
6073,City,177.0,Trip Completed,2016-07-15 14:02:00,2016-07-15 14:50:00,Assigned,14,Friday,Afternoon,0
455,City,178.0,Trip Completed,2016-07-11 09:17:00,2016-07-11 10:12:00,Assigned,9,Monday,Early Morning,0
651,Airport,178.0,Trip Completed,2016-07-11 12:45:00,2016-07-11 13:25:00,Assigned,12,Monday,Afternoon,0
742,City,178.0,Trip Completed,2016-07-11 15:38:00,2016-07-11 16:25:00,Assigned,15,Monday,Afternoon,0
828,Airport,178.0,Trip Completed,2016-07-11 17:35:00,2016-07-11 18:07:00,Assigned,17,Monday,Evening,0
1701,City,178.0,Trip Completed,2016-07-12 07:58:00,2016-07-12 08:47:00,Assigned,7,Tuesday,Early Morning,0
1985,City,178.0,Trip Completed,2016-07-12 12:24:00,2016-07-12 13:29:00,Assigned,12,Tuesday,Afternoon,0
2277,City,178.0,Trip Completed,2016-07-12 18:39:00,2016-07-12 19:34:00,Assigned,18,Tuesday,Evening,0
3108,Airport,178.0,Trip Completed,2016-07-13 08:25:00,2016-07-13 09:35:00,Assigned,8,Wednesday,Early Morning,0
3880,Airport,178.0,Trip Completed,2016-07-13 21:54:00,2016-07-13 22:35:00,Assigned,21,Wednesday,Night,0
4252,City,178.0,Trip Completed,2016-07-14 06:05:00,2016-07-14 06:46:00,Assigned,6,Thursday,Early Morning,0
4646,Airport,178.0,Trip Completed,2016-07-14 11:49:00,2016-07-14 12:55:00,Assigned,11,Thursday,Morning,0
5560,Airport,178.0,Trip Completed,2016-07-15 05:35:00,2016-07-15 06:19:00,Assigned,5,Friday,Early Morning,0
483,City,179.0,Trip Completed,2016-07-11 09:26:00,2016-07-11 10:04:00,Assigned,9,Monday,Early Morning,0
628,Airport,179.0,Trip Completed,2016-07-11 12:19:00,2016-07-11 13:00:00,Assigned,12,Monday,Afternoon,0
2285,City,179.0,Trip Completed,2016-07-12 18:34:00,2016-07-12 19:14:00,Assigned,18,Tuesday,Evening,0
4024,Airport,179.0,Trip Completed,2016-07-13 00:06:00,2016-07-13 00:42:00,Assigned,0,Wednesday,Late Night,0
2952,City,179.0,Trip Completed,2016-07-13 06:39:00,2016-07-13 07:56:00,Assigned,6,Wednesday,Early Morning,0
4631,Airport,179.0,Trip Completed,2016-07-14 11:16:00,2016-07-14 12:24:00,Assigned,11,Thursday,Morning,0
5200,Airport,179.0,Trip Completed,2016-07-14 20:48:00,2016-07-14 21:38:00,Assigned,20,Thursday,Evening,0
5711,City,179.0,Trip Completed,2016-07-15 07:40:00,2016-07-15 08:33:00,Assigned,7,Friday,Early Morning,0
6399,Airport,179.0,Trip Completed,2016-07-15 19:24:00,2016-07-15 20:01:00,Assigned,19,Friday,Evening,0
6453,City,179.0,Trip Completed,2016-07-15 20:06:00,2016-07-15 21:02:00,Assigned,20,Friday,Evening,0
788,City,180.0,Trip Completed,2016-07-11 16:53:00,2016-07-11 17:54:00,Assigned,16,Monday,Afternoon,0
1550,Airport,180.0,Trip Completed,2016-07-12 06:08:00,2016-07-12 07:14:00,Assigned,6,Tuesday,Early Morning,0
2069,Airport,180.0,Trip Completed,2016-07-12 15:20:00,2016-07-12 15:55:00,Assigned,15,Tuesday,Afternoon,0
2593,City,180.0,Trip Completed,2016-07-12 21:43:00,2016-07-12 22:35:00,Assigned,21,Tuesday,Night,0
2943,City,180.0,Trip Completed,2016-07-13 06:41:00,2016-07-13 07:15:00,Assigned,6,Wednesday,Early Morning,0
3649,City,180.0,Trip Completed,2016-07-13 19:11:00,2016-07-13 20:21:00,Assigned,19,Wednesday,Evening,0
3942,Airport,180.0,Trip Completed,2016-07-13 22:36:00,2016-07-13 23:42:00,Assigned,22,Wednesday,Night,0
5512,Airport,180.0,Trip Completed,2016-07-15 05:10:00,2016-07-15 05:42:00,Assigned,5,Friday,Early Morning,0
5752,City,180.0,Trip Completed,2016-07-15 08:02:00,2016-07-15 09:09:00,Assigned,8,Friday,Early Morning,0
6362,City,180.0,Trip Completed,2016-07-15 19:05:00,2016-07-15 19:49:00,Assigned,19,Friday,Evening,0
1151,Airport,181.0,Trip Completed,2016-07-11 20:40:00,2016-07-11 21:38:00,Assigned,20,Monday,Evening,0
1812,Airport,181.0,Trip Completed,2016-07-12 09:16:00,2016-07-12 10:09:00,Assigned,9,Tuesday,Early Morning,0
1946,Airport,181.0,Trip Completed,2016-07-12 11:28:00,2016-07-12 12:32:00,Assigned,11,Tuesday,Morning,0
2646,City,181.0,Trip Completed,2016-07-12 22:46:00,2016-07-12 23:45:00,Assigned,22,Tuesday,Night,0
3255,Airport,181.0,Trip Completed,2016-07-13 10:10:00,2016-07-13 11:20:00,Assigned,10,Wednesday,Morning,0
3431,Airport,181.0,Trip Completed,2016-07-13 16:03:00,2016-07-13 16:46:00,Assigned,16,Wednesday,Afternoon,0
3634,City,181.0,Trip Completed,2016-07-13 19:00:00,2016-07-13 19:54:00,Assigned,19,Wednesday,Evening,0
4592,City,181.0,Trip Completed,2016-07-14 10:09:00,2016-07-14 10:38:00,Assigned,10,Thursday,Morning,0
5705,City,181.0,Trip Completed,2016-07-15 07:32:00,2016-07-15 08:16:00,Assigned,7,Friday,Early Morning,0
6056,Airport,181.0,Trip Completed,2016-07-15 13:35:00,2016-07-15 14:02:00,Assigned,13,Friday,Afternoon,0
325,City,182.0,Trip Completed,2016-07-11 07:34:00,2016-07-11 08:44:00,Assigned,7,Monday,Early Morning,0
1015,City,182.0,Trip Completed,2016-07-11 19:15:00,2016-07-11 20:11:00,Assigned,19,Monday,Evening,0
1308,City,182.0,Trip Completed,2016-07-11 22:41:00,2016-07-11 23:54:00,Assigned,22,Monday,Night,0
1667,City,182.0,Trip Completed,2016-07-12 07:42:00,2016-07-12 08:03:00,Assigned,7,Tuesday,Early Morning,0
2436,Airport,182.0,Trip Completed,2016-07-12 20:15:00,2016-07-12 20:46:00,Assigned,20,Tuesday,Evening,0
2865,City,182.0,Trip Completed,2016-07-13 05:42:00,2016-07-13 06:25:00,Assigned,5,Wednesday,Early Morning,0
3397,City,182.0,Trip Completed,2016-07-13 15:00:00,2016-07-13 15:58:00,Assigned,15,Wednesday,Afternoon,0
4040,Airport,182.0,Trip Completed,2016-07-14 00:38:00,2016-07-14 01:50:00,Assigned,0,Thursday,Late Night,0
4094,City,182.0,Trip Completed,2016-07-14 03:09:00,2016-07-14 03:44:00,Assigned,3,Thursday,Late Night,0
4568,Airport,182.0,Trip Completed,2016-07-14 09:50:00,2016-07-14 10:22:00,Assigned,9,Thursday,Early Morning,0
5105,City,182.0,Trip Completed,2016-07-14 19:59:00,2016-07-14 20:37:00,Assigned,19,Thursday,Evening,0
573,Airport,183.0,Trip Completed,2016-07-11 10:57:00,2016-07-11 11:30:00,Assigned,10,Monday,Morning,0
789,City,183.0,Trip Completed,2016-07-11 16:54:00,2016-07-11 17:36:00,Assigned,16,Monday,Afternoon,0
1525,City,183.0,Trip Completed,2016-07-12 05:48:00,2016-07-12 06:46:00,Assigned,5,Tuesday,Early Morning,0
2786,Airport,183.0,Trip Completed,2016-07-13 04:54:00,2016-07-13 05:34:00,Assigned,4,Wednesday,Late Night,0
3143,Airport,183.0,Trip Completed,2016-07-13 08:52:00,2016-07-13 09:57:00,Assigned,8,Wednesday,Early Morning,0
3917,City,183.0,Trip Completed,2016-07-13 22:15:00,2016-07-13 23:23:00,Assigned,22,Wednesday,Night,0
4375,City,183.0,Trip Completed,2016-07-14 07:38:00,2016-07-14 08:42:00,Assigned,7,Thursday,Early Morning,0
6345,City,183.0,Trip Completed,2016-07-15 18:44:00,2016-07-15 19:57:00,Assigned,18,Friday,Evening,0
169,City,184.0,Trip Completed,2016-07-11 05:45:00,2016-07-11 06:48:00,Assigned,5,Monday,Early Morning,0
537,City,184.0,Trip Completed,2016-07-11 10:05:00,2016-07-11 10:57:00,Assigned,10,Monday,Morning,0
682,City,184.0,Trip Completed,2016-07-11 13:32:00,2016-07-11 14:19:00,Assigned,13,Monday,Afternoon,0
1384,City,184.0,Trip Completed,2016-07-12 01:15:00,2016-07-12 02:18:00,Assigned,1,Tuesday,Late Night,0
2167,Airport,184.0,Trip Completed,2016-07-12 17:30:00,2016-07-12 18:30:00,Assigned,17,Tuesday,Evening,0
2295,City,184.0,Trip Completed,2016-07-12 18:48:00,2016-07-12 19:12:00,Assigned,18,Tuesday,Evening,0
3109,City,184.0,Trip Completed,2016-07-13 08:22:00,2016-07-13 09:18:00,Assigned,8,Wednesday,Early Morning,0
3293,City,184.0,Trip Completed,2016-07-13 11:18:00,2016-07-13 11:52:00,Assigned,11,Wednesday,Morning,0
3444,City,184.0,Trip Completed,2016-07-13 16:33:00,2016-07-13 17:49:00,Assigned,16,Wednesday,Afternoon,0
3660,Airport,184.0,Trip Completed,2016-07-13 19:22:00,2016-07-13 19:51:00,Assigned,19,Wednesday,Evening,0
4693,City,184.0,Trip Completed,2016-07-14 13:01:00,2016-07-14 14:10:00,Assigned,13,Thursday,Afternoon,0
5214,Airport,184.0,Trip Completed,2016-07-14 20:59:00,2016-07-14 21:48:00,Assigned,20,Thursday,Evening,0
5570,City,184.0,Trip Completed,2016-07-15 05:53:00,2016-07-15 06:17:00,Assigned,5,Friday,Early Morning,0
6003,Airport,184.0,Trip Completed,2016-07-15 12:09:00,2016-07-15 12:57:00,Assigned,12,Friday,Afternoon,0
6663,Airport,184.0,Trip Completed,2016-07-15 22:22:00,2016-07-15 23:03:00,Assigned,22,Friday,Night,0
616,Airport,185.0,Trip Completed,2016-07-11 12:05:00,2016-07-11 12:48:00,Assigned,12,Monday,Afternoon,0
1056,City,185.0,Trip Completed,2016-07-11 19:49:00,2016-07-11 20:28:00,Assigned,19,Monday,Evening,0
1903,City,185.0,Trip Completed,2016-07-12 10:36:00,2016-07-12 11:32:00,Assigned,10,Tuesday,Morning,0
2643,City,185.0,Trip Completed,2016-07-12 22:37:00,2016-07-12 23:34:00,Assigned,22,Tuesday,Night,0
3291,City,185.0,Trip Completed,2016-07-13 11:10:00,2016-07-13 12:31:00,Assigned,11,Wednesday,Morning,0
3965,Airport,185.0,Trip Completed,2016-07-13 22:50:00,2016-07-13 23:20:00,Assigned,22,Wednesday,Night,0
4007,City,185.0,Trip Completed,2016-07-13 23:46:00,2016-07-14 00:23:00,Assigned,23,Wednesday,Night,0
4234,City,185.0,Trip Completed,2016-07-14 05:59:00,2016-07-14 07:01:00,Assigned,5,Thursday,Early Morning,0
4388,Airport,185.0,Trip Completed,2016-07-14 07:50:00,2016-07-14 08:48:00,Assigned,7,Thursday,Early Morning,0
4964,City,185.0,Trip Completed,2016-07-14 18:34:00,2016-07-14 19:13:00,Assigned,18,Thursday,Evening,0
5544,City,185.0,Trip Completed,2016-07-15 05:23:00,2016-07-15 05:56:00,Assigned,5,Friday,Early Morning,0
6217,City,185.0,Trip Completed,2016-07-15 17:33:00,2016-07-15 18:00:00,Assigned,17,Friday,Evening,0
1345,Airport,186.0,Trip Completed,2016-07-11 23:37:00,2016-07-12 00:09:00,Assigned,23,Monday,Night,0
1874,Airport,186.0,Trip Completed,2016-07-12 09:56:00,2016-07-12 10:42:00,Assigned,9,Tuesday,Early Morning,0
2413,City,186.0,Trip Completed,2016-07-12 20:02:00,2016-07-12 21:16:00,Assigned,20,Tuesday,Evening,0
3068,City,186.0,Trip Completed,2016-07-13 07:59:00,2016-07-13 08:49:00,Assigned,7,Wednesday,Early Morning,0
3452,City,186.0,Trip Completed,2016-07-13 16:52:00,2016-07-13 17:25:00,Assigned,16,Wednesday,Afternoon,0
4031,City,186.0,Trip Completed,2016-07-14 00:22:00,2016-07-14 00:55:00,Assigned,0,Thursday,Late Night,0
4438,Airport,186.0,Trip Completed,2016-07-14 08:27:00,2016-07-14 09:12:00,Assigned,8,Thursday,Early Morning,0
5521,Airport,186.0,Trip Completed,2016-07-15 05:19:00,2016-07-15 06:27:00,Assigned,5,Friday,Early Morning,0
5832,City,186.0,Trip Completed,2016-07-15 09:00:00,2016-07-15 09:55:00,Assigned,9,Friday,Early Morning,0
5990,Airport,186.0,Trip Completed,2016-07-15 11:43:00,2016-07-15 12:40:00,Assigned,11,Friday,Morning,0
6254,City,186.0,Trip Completed,2016-07-15 17:57:00,2016-07-15 18:50:00,Assigned,17,Friday,Evening,0
320,City,187.0,Trip Completed,2016-07-11 07:32:00,2016-07-11 08:44:00,Assigned,7,Monday,Early Morning,0
717,City,187.0,Trip Completed,2016-07-11 14:52:00,2016-07-11 15:46:00,Assigned,14,Monday,Afternoon,0
2074,City,187.0,Trip Completed,2016-07-12 15:32:00,2016-07-12 16:24:00,Assigned,15,Tuesday,Afternoon,0
4576,Airport,187.0,Trip Completed,2016-07-14 09:57:00,2016-07-14 11:13:00,Assigned,9,Thursday,Early Morning,0
5503,City,187.0,Trip Completed,2016-07-15 05:11:00,2016-07-15 06:01:00,Assigned,5,Friday,Early Morning,0
173,City,188.0,Trip Completed,2016-07-11 05:45:00,2016-07-11 06:30:00,Assigned,5,Monday,Early Morning,0
698,City,188.0,Trip Completed,2016-07-11 14:00:00,2016-07-11 14:49:00,Assigned,14,Monday,Afternoon,0
2039,Airport,188.0,Trip Completed,2016-07-12 14:29:00,2016-07-12 15:18:00,Assigned,14,Tuesday,Afternoon,0
2467,Airport,188.0,Trip Completed,2016-07-12 20:34:00,2016-07-12 21:41:00,Assigned,20,Tuesday,Evening,0
2676,Airport,188.0,Trip Completed,2016-07-12 23:53:00,2016-07-13 00:26:00,Assigned,23,Tuesday,Night,0
3038,City,188.0,Trip Completed,2016-07-13 07:37:00,2016-07-13 08:33:00,Assigned,7,Wednesday,Early Morning,0
4003,Airport,188.0,Trip Completed,2016-07-13 23:40:00,2016-07-14 00:38:00,Assigned,23,Wednesday,Night,0
4126,City,188.0,Trip Completed,2016-07-14 04:40:00,2016-07-14 05:53:00,Assigned,4,Thursday,Late Night,0
4611,City,188.0,Trip Completed,2016-07-14 10:34:00,2016-07-14 11:19:00,Assigned,10,Thursday,Morning,0
4975,City,188.0,Trip Completed,2016-07-14 18:42:00,2016-07-14 19:18:00,Assigned,18,Thursday,Evening,0
5664,City,188.0,Trip Completed,2016-07-15 07:03:00,2016-07-15 07:46:00,Assigned,7,Friday,Early Morning,0
6006,Airport,188.0,Trip Completed,2016-07-15 12:17:00,2016-07-15 13:25:00,Assigned,12,Friday,Afternoon,0
6329,City,188.0,Trip Completed,2016-07-15 18:43:00,2016-07-15 19:36:00,Assigned,18,Friday,Evening,0
2779,Airport,189.0,Trip Completed,2016-07-13 04:46:00,2016-07-13 05:41:00,Assigned,4,Wednesday,Late Night,0
4216,Airport,189.0,Trip Completed,2016-07-14 05:38:00,2016-07-14 06:36:00,Assigned,5,Thursday,Early Morning,0
4711,Airport,189.0,Trip Completed,2016-07-14 13:18:00,2016-07-14 13:56:00,Assigned,13,Thursday,Afternoon,0
4825,City,189.0,Trip Completed,2016-07-14 17:22:00,2016-07-14 18:17:00,Assigned,17,Thursday,Evening,0
6175,City,189.0,Trip Completed,2016-07-15 16:55:00,2016-07-15 17:49:00,Assigned,16,Friday,Afternoon,0
2445,City,190.0,Trip Completed,2016-07-12 20:18:00,2016-07-12 21:04:00,Assigned,20,Tuesday,Evening,0
2714,Airport,190.0,Trip Completed,2016-07-13 01:52:00,2016-07-13 02:51:00,Assigned,1,Wednesday,Late Night,0
3089,Airport,190.0,Trip Completed,2016-07-13 08:11:00,2016-07-13 08:53:00,Assigned,8,Wednesday,Early Morning,0
3462,Airport,190.0,Trip Completed,2016-07-13 17:10:00,2016-07-13 17:52:00,Assigned,17,Wednesday,Evening,0
4462,Airport,190.0,Trip Completed,2016-07-14 08:40:00,2016-07-14 09:22:00,Assigned,8,Thursday,Early Morning,0
4698,City,190.0,Trip Completed,2016-07-14 13:07:00,2016-07-14 14:13:00,Assigned,13,Thursday,Afternoon,0
5098,Airport,190.0,Trip Completed,2016-07-14 19:50:00,2016-07-14 20:27:00,Assigned,19,Thursday,Evening,0
6711,City,190.0,Trip Completed,2016-07-15 23:07:00,2016-07-16 00:11:00,Assigned,23,Friday,Night,0
146,Airport,191.0,Trip Completed,2016-07-11 05:29:00,2016-07-11 06:08:00,Assigned,5,Monday,Early Morning,0
652,Airport,191.0,Trip Completed,2016-07-11 12:43:00,2016-07-11 13:29:00,Assigned,12,Monday,Afternoon,0
1947,Airport,191.0,Trip Completed,2016-07-12 11:33:00,2016-07-12 12:09:00,Assigned,11,Tuesday,Morning,0
2236,Airport,191.0,Trip Completed,2016-07-12 18:16:00,2016-07-12 19:07:00,Assigned,18,Tuesday,Evening,0
3393,City,191.0,Trip Completed,2016-07-13 14:42:00,2016-07-13 15:58:00,Assigned,14,Wednesday,Afternoon,0
4577,Airport,191.0,Trip Completed,2016-07-14 09:54:00,2016-07-14 10:58:00,Assigned,9,Thursday,Early Morning,0
4932,City,191.0,Trip Completed,2016-07-14 18:17:00,2016-07-14 18:53:00,Assigned,18,Thursday,Evening,0
5419,City,191.0,Trip Completed,2016-07-15 02:01:00,2016-07-15 02:34:00,Assigned,2,Friday,Late Night,0
5766,City,191.0,Trip Completed,2016-07-15 08:19:00,2016-07-15 09:18:00,Assigned,8,Friday,Early Morning,0
6261,Airport,191.0,Trip Completed,2016-07-15 18:07:00,2016-07-15 19:07:00,Assigned,18,Friday,Evening,0
